age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,expectation,prediction
19.0,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0.0,0.0,35.0,United-States,0.0011834541668015264,<=50K
23.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,8.0,United-States,0.006471843464239493,<=50K
62.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.376465034253399,<=50K
32.0,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0.3780016611254982,<=50K
36.0,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,45.0,United-States,0.21742453512991225,<=50K
18.0,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.007771783721811629,<=50K
22.0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0060646561740879045,<=50K
39.0,Private,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0.0,0.0,50.0,United-States,0.33956512452722415,<=50K
26.0,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0.06829367787116147,<=50K
41.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,0.5832908845183502,>50K
41.0,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,42.0,United-States,0.07903702616962163,<=50K
43.0,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,7298.0,0.0,40.0,United-States,0.9917047340315379,>50K
33.0,Private,10th,6,Separated,Sales,Unmarried,White,Female,0.0,0.0,38.0,United-States,0.004446069401244106,<=50K
20.0,Private,Some-college,10,Never-married,?,Own-child,White,Male,0.0,0.0,32.0,United-States,0.0020102385413938305,<=50K
28.0,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,40.0,United-States,0.1095277692829875,<=50K
33.0,Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0.0,0.0,40.0,Mexico,0.03060495052584484,<=50K
38.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,78.0,United-States,0.4432193542145128,>50K
21.0,Private,HS-grad,9,Never-married,?,Own-child,White,Female,0.0,0.0,40.0,United-States,0.0022212494134815496,<=50K
21.0,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0070461017017692616,<=50K
44.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.35288711240083726,<=50K
44.0,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,0.09551982779861516,<=50K
40.0,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,0.8185254898872236,>50K
28.0,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,80.0,United-States,0.15292680037807266,<=50K
25.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,44.0,United-States,0.05283357694936853,<=50K
19.0,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,0.007360420124748912,<=50K
21.0,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.00379544650149881,<=50K
36.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,0.6707029588496464,>50K
54.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,United-States,0.31458615182074817,<=50K
26.0,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,3103.0,0.0,45.0,United-States,0.564979819382704,>50K
20.0,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.004361246008250719,<=50K
18.0,Private,11th,7,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,0.0004530672568782824,<=50K
38.0,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,0.01796944734202791,<=50K
25.0,Private,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.004314541260681722,<=50K
18.0,Private,HS-grad,9,Never-married,?,Own-child,Black,Female,0.0,0.0,30.0,United-States,0.0007415313707006029,<=50K
40.0,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.21774119000632788,<=50K
79.0,Private,7th-8th,4,Widowed,?,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.005960835976662334,<=50K
36.0,Local-gov,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0.01682763784205478,<=50K
41.0,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,13550.0,0.0,60.0,United-States,0.9526130843100789,>50K
23.0,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,0.004457478071445988,<=50K
45.0,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.25058043634858085,<=50K
26.0,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.021257129766815396,<=50K
23.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0.0,0.0,40.0,United-States,0.002487649193983715,<=50K
67.0,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0.10592803553307935,<=50K
37.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.30286111824083445,<=50K
32.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2829.0,0.0,40.0,United-States,0.17024549155481294,<=50K
22.0,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,25.0,United-States,0.002031298188533157,<=50K
23.0,Private,Masters,14,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,10.0,United-States,0.00715336508117158,<=50K
39.0,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,42.0,United-States,0.6116181017794771,>50K
32.0,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,55.0,United-States,0.16155693676288663,<=50K
29.0,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,0.0,0.0,40.0,United-States,0.009672952409325022,<=50K
29.0,Local-gov,11th,7,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40.0,United-States,0.0018660626768930812,<=50K
34.0,Local-gov,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,18.0,United-States,0.02861125245552827,<=50K
27.0,Private,11th,7,Married-civ-spouse,Other-service,Wife,Black,Female,0.0,0.0,32.0,United-States,0.0189790775891598,<=50K
48.0,Private,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,El-Salvador,0.12559606009978533,<=50K
48.0,Federal-gov,11th,7,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,42.0,United-States,0.022579540960785863,<=50K
27.0,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0.0,0.0,38.0,United-States,0.001297152313042725,<=50K
23.0,State-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,12.0,United-States,0.003679221380851859,<=50K
37.0,State-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,0.6907967033118554,>50K
24.0,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0.0,0.0,35.0,United-States,0.0036891538169468675,<=50K
54.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0.7474303754313055,>50K
29.0,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,43.0,United-States,0.285766700708523,<=50K
52.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,0.2534613928201139,<=50K
43.0,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,0.0,0.0,38.0,United-States,0.05760736422022866,<=50K
52.0,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,0.5139252275577568,>50K
20.0,Private,Some-college,10,Never-married,?,Own-child,White,Male,0.0,0.0,40.0,United-States,0.004214570372685633,<=50K
52.0,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,0.20354068222451746,<=50K
44.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,0.7003742024864209,>50K
24.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,0.26949529108391507,<=50K
33.0,Private,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,0.23974881832973038,<=50K
28.0,Private,HS-grad,9,Separated,Other-service,Unmarried,White,Male,0.0,0.0,40.0,Dominican-Republic,0.003870174671180432,<=50K
49.0,Private,HS-grad,9,Widowed,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,35.0,United-States,0.02349094454773522,<=50K
34.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,0.3981120307198082,>50K
37.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0.596831344557929,>50K
37.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.4194471136544554,>50K
37.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,56.0,United-States,0.3861401305885397,<=50K
20.0,Local-gov,HS-grad,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0.0,0.0,10.0,United-States,0.0006416247718187741,<=50K
38.0,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0.006497364783329563,<=50K
35.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,1977.0,65.0,United-States,0.9428411107139195,>50K
34.0,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0.0,2472.0,35.0,United-States,0.4769408631047252,>50K
23.0,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,30.0,United-States,0.0014433127826214002,<=50K
24.0,Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,Male,0.0,0.0,20.0,United-States,0.004231390252787687,<=50K
20.0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,0.005222629415455015,<=50K
29.0,Private,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,40.0,United-States,0.2510026675193471,<=50K
25.0,Private,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,0.0,0.0,40.0,United-States,0.001623806138190216,<=50K
38.0,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0514214743873386,<=50K
53.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,48.0,United-States,0.830471298844974,>50K
54.0,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1902.0,35.0,United-States,0.445801685576674,>50K
21.0,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0025327537538809355,<=50K
32.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.3149301601489543,<=50K
64.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,0.31842711329715173,<=50K
37.0,Private,Bachelors,13,Never-married,Machine-op-inspct,Other-relative,White,Male,0.0,0.0,40.0,United-States,0.07329412793738407,<=50K
32.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0.15440384587465267,<=50K
69.0,Private,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Female,1848.0,0.0,50.0,United-States,0.057018364254212486,<=50K
37.0,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40.0,Cambodia,0.3701877455848057,<=50K
37.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,65.0,United-States,0.6668202032621097,>50K
18.0,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,25.0,United-States,0.0020965348843865602,<=50K
44.0,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Puerto-Rico,0.09536932245182073,<=50K
63.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,80.0,United-States,0.12746462108116555,<=50K
47.0,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Other,Male,0.0,0.0,40.0,Puerto-Rico,0.01648480182092676,<=50K
27.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,36.0,United-States,0.054245168797067006,<=50K
36.0,Private,Bachelors,13,Divorced,Priv-house-serv,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.09347496338563283,<=50K
59.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0.38240072271399683,<=50K
46.0,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.009977557575557409,<=50K
57.0,Private,10th,6,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.005663350780805791,<=50K
45.0,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.19728616133850083,<=50K
52.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,India,0.33854701800659026,<=50K
18.0,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0.0,0.0,8.0,United-States,0.0002736426750260095,<=50K
29.0,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,50.0,United-States,0.10039261422064658,<=50K
28.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,15024.0,0.0,65.0,United-States,0.9885723764975477,>50K
29.0,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,99.0,United-States,0.12108867855536903,<=50K
41.0,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,64.0,United-States,0.49486650550293043,>50K
57.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,0.39046773674653323,<=50K
31.0,State-gov,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0.0,0.0,40.0,United-States,0.0075890063328020365,<=50K
56.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,48.0,United-States,0.4634518494083239,>50K
35.0,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,0.8522458482447033,>50K
26.0,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,0.005906964474972101,<=50K
41.0,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.07431459144222143,<=50K
21.0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,20.0,United-States,0.0009922042149816304,<=50K
50.0,Private,Some-college,10,Separated,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.06152787900326967,<=50K
19.0,Private,Some-college,10,Never-married,?,Not-in-family,White,Male,0.0,0.0,60.0,United-States,0.007245533920368396,<=50K
29.0,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.10204753850483697,<=50K
55.0,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,4.0,United-States,0.04460615371536621,<=50K
71.0,Private,9th,5,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,39.0,Cuba,0.06018189600320709,<=50K
45.0,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,0.04931316667761253,<=50K
46.0,Local-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0.42555970827833556,>50K
36.0,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,35.0,United-States,0.038451285617010986,<=50K
40.0,State-gov,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,0.15641574494260949,<=50K
49.0,Self-emp-not-inc,Assoc-voc,11,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,48.0,United-States,0.12150918129837694,<=50K
58.0,Private,11th,7,Divorced,Adm-clerical,Not-in-family,White,Female,3674.0,0.0,40.0,United-States,0.004920427667461166,<=50K
64.0,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.6465487430559117,>50K
42.0,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,0.5232323422128478,>50K
21.0,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,Mexico,0.0015955647151947268,<=50K
49.0,Private,Doctorate,16,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,40.0,United-States,0.48679638596719027,>50K
50.0,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,0.0,1485.0,37.0,United-States,0.32724635982957806,<=50K
43.0,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,0.6240735579613831,>50K
34.0,Private,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,35.0,United-States,0.15099713366596793,<=50K
44.0,State-gov,Assoc-voc,11,Separated,Protective-serv,Unmarried,White,Male,0.0,0.0,40.0,United-States,0.07986623863351233,<=50K
53.0,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,40.0,United-States,0.9927316844837167,>50K
44.0,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,0.5910974274738967,>50K
27.0,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,42.0,United-States,0.02363581197415591,<=50K
38.0,Private,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,0.10294782747445551,<=50K
50.0,Private,Some-college,10,Divorced,Sales,Unmarried,White,Male,0.0,0.0,45.0,United-States,0.10015985065364903,<=50K
19.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0040247346980460015,<=50K
37.0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,0.46062633312433304,>50K
44.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,72.0,United-States,0.3611456227718861,<=50K
37.0,Private,Bachelors,13,Married-spouse-absent,Exec-managerial,Unmarried,White,Male,4934.0,0.0,50.0,United-States,0.5271161254571272,>50K
49.0,Local-gov,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,Italy,0.1350276940150304,<=50K
35.0,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,38.0,Puerto-Rico,0.31251867661419525,<=50K
18.0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0060646561740879045,<=50K
33.0,State-gov,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,0.07016227660605977,<=50K
46.0,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,40.0,United-States,0.1025186286589942,<=50K
52.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,0.4665292121851475,>50K
27.0,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1740.0,40.0,United-States,0.025018578356607885,<=50K
57.0,Private,HS-grad,9,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,0.010984487365444025,<=50K
38.0,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,0.6893948085589721,>50K
18.0,Private,Some-college,10,Never-married,Priv-house-serv,Own-child,White,Female,0.0,0.0,15.0,United-States,0.0017788923547693862,<=50K
61.0,Self-emp-not-inc,10th,6,Widowed,Craft-repair,Other-relative,White,Male,0.0,0.0,18.0,Mexico,0.002525060383513976,<=50K
59.0,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0.19104234587174657,<=50K
31.0,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,United-States,0.1365998644357854,<=50K
62.0,State-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0.5890093344433014,>50K
39.0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0.008729490138262524,<=50K
30.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.4955449487281367,>50K
39.0,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0.0,0.0,35.0,India,0.24385256901316835,<=50K
46.0,Local-gov,Assoc-acdm,12,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.1274723636177447,<=50K
57.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0.3712843095108642,<=50K
25.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,0.13084646033935649,<=50K
46.0,Self-emp-not-inc,9th,5,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0.1443112776510992,<=50K
39.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,0.6419615441511228,>50K
29.0,Self-emp-inc,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,16.0,United-States,0.0036139253429291057,<=50K
24.0,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.028591290778946146,<=50K
39.0,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,4508.0,0.0,40.0,Mexico,0.08282211712530757,<=50K
49.0,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,60.0,United-States,0.10359293973276225,<=50K
46.0,Self-emp-not-inc,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,1151.0,0.0,40.0,United-States,0.05250887577661042,<=50K
17.0,Private,12th,8,Never-married,Other-service,Other-relative,White,Female,0.0,0.0,25.0,United-States,0.000357251847777711,<=50K
23.0,Private,Some-college,10,Never-married,?,Own-child,White,Female,0.0,0.0,40.0,United-States,0.0036284748159647533,<=50K
29.0,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0.0035244881846365032,<=50K
17.0,Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,18.0,United-States,0.0006037963270345947,<=50K
47.0,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0.34855333264649613,<=50K
44.0,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,35.0,United-States,0.01825617631576311,<=50K
34.0,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.015632831174559797,<=50K
55.0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,24.0,United-States,0.005704139675270929,<=50K
22.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0.0,0.0,40.0,United-States,0.05258506334767795,<=50K
17.0,Private,11th,7,Never-married,Sales,Other-relative,White,Female,0.0,0.0,40.0,United-States,0.001407862725130654,<=50K
48.0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0.6916731700063397,>50K
49.0,Private,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.04236084210042833,<=50K
34.0,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,0.5675860742084488,>50K
28.0,Self-emp-inc,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,60.0,United-States,0.11654399557968291,<=50K
40.0,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,0.0,52.0,United-States,0.9966791264826597,>50K
19.0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,20.0,United-States,0.0022198477061050404,<=50K
58.0,Self-emp-not-inc,Doctorate,16,Married-AF-spouse,Exec-managerial,Wife,White,Female,0.0,1485.0,35.0,United-States,0.8027545806336441,>50K
46.0,Private,10th,6,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,Portugal,0.004272132012200021,<=50K
65.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,0.3308631602417316,<=50K
22.0,Private,Assoc-voc,11,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,0.0077934805709096834,<=50K
24.0,Private,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0.02082113187487626,<=50K
55.0,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.03424558512745212,<=50K
36.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,72.0,United-States,0.3382912819991657,<=50K
40.0,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.4663409153682295,>50K
